ClientID,Sex,Education,Marriage,Age,Age Band,Credit Limit,Credit Limit Band,Utilization Rate,Ever Delayed,Max Delay (months),Months Delayed (count),Payment Trend,Risk Segment,Default
10461,Male,Graduate school,Single,34,31-40,150000,Q3,0.3180944444444444,Yes,2,3,-9344,High risk (delayed + high util),No default
10462,Female,Graduate school,Married,36,31-40,220000,Q4,0.0152287878787878,No,0,0,-10800,Low risk (neither),No default
10463,Female,Graduate school,Married,36,31-40,330000,Q5 (highest),0.3006560606060606,No,0,0,7100,Medium risk (one factor),No default
10464,Female,University,Single,37,31-40,300000,Q5 (highest),0.2393377777777777,No,0,0,180,Low risk (neither),No default
10465,Female,University,Married,29,21-30,70000,Q2,1.0153357142857142,No,0,0,51,Medium risk (one factor),No default
10466,Female,Graduate school,Single,29,21-30,300000,Q5 (highest),0.3000022222222222,No,0,0,-5500,Medium risk (one factor),No default
10467,Female,University,Married,43,41-50,70000,Q2,0.5081904761904762,Yes,2,2,3500,High risk (delayed + high util),No default
10468,Male,University,Single,24,21-30,110000,Q3,0.9471151515151516,Yes,2,6,2694,High risk (delayed + high util),No default
10469,Female,University,Single,28,21-30,240000,Q4,0.4676625,No,0,0,3000,Medium risk (one factor),No default
10470,Female,High school,Single,54,51-60,80000,Q2,0.1734291666666666,No,0,0,1041,Low risk (neither),No default
10471,Male,High school,Single,26,21-30,50000,Q1 (lowest),0.0,No,0,0,0,Low risk (neither),No default
10472,Female,Graduate school,Married,32,31-40,420000,Q5 (highest),0.0755785714285714,No,0,0,-6394,Low risk (neither),No default
10473,Female,University,Married,41,41-50,220000,Q4,0.1977083333333333,Yes,2,2,225,Medium risk (one factor),No default
10474,Female,Graduate school,Single,31,31-40,150000,Q3,0.2951422222222222,No,0,0,-37969,Medium risk (one factor),No default
10475,Female,Graduate school,Single,31,31-40,60000,Q2,0.0647388888888888,No,0,0,10310,Low risk (neither),No default
10476,Female,University,Married,46,41-50,260000,Q4,0.0007621794871794,No,0,0,-9165,Low risk (neither),No default
10477,Female,Graduate school,Single,34,31-40,180000,Q3,0.005024074074074,Yes,1,1,-5067,Medium risk (one factor),Default
10478,Female,University,Single,25,21-30,130000,Q3,0.3106243589743589,Yes,2,2,-1725,High risk (delayed + high util),No default
10479,Female,University,Married,45,41-50,220000,Q4,0.9360795454545454,No,0,0,-900,Medium risk (one factor),No default
10480,Male,Others,Single,40,31-40,200000,Q4,0.5668375,Yes,2,1,150000,High risk (delayed + high util),No default
10481,Male,Graduate school,Single,27,21-30,130000,Q3,0.0078243589743589,No,0,0,-326,Low risk (neither),Default
10482,Female,Graduate school,Single,41,41-50,420000,Q5 (highest),0.0785523809523809,No,0,0,-60079,Low risk (neither),No default
10483,Female,Graduate school,Married,23,21-30,30000,Q1 (lowest),0.9544277777777778,No,0,0,1844,Medium risk (one factor),Default
10484,Male,High school,Married,43,41-50,110000,Q3,0.2391030303030303,No,0,0,4050,Low risk (neither),No default
10485,Female,University,Single,25,21-30,150000,Q3,0.0,Yes,1,1,0,Medium risk (one factor),Default
10486,Female,University,Married,38,31-40,50000,Q1 (lowest),0.0,No,0,0,0,Low risk (neither),No default
10487,Female,Graduate school,Married,41,41-50,200000,Q4,0.0,Yes,1,1,-1433,Medium risk (one factor),No default
10488,Female,Graduate school,Married,33,31-40,170000,Q3,0.8929490196078432,No,0,0,4200,Medium risk (one factor),Default
10489,Female,Others,Single,25,21-30,200000,Q4,0.5504158333333333,No,0,0,2081,Medium risk (one factor),No default
10490,Female,University,Married,31,31-40,200000,Q4,0.7241075,Yes,2,2,7022,High risk (delayed + high util),No default
10491,Female,Others,Single,33,31-40,50000,Q1 (lowest),0.6474066666666667,Yes,2,1,2034,High risk (delayed + high util),No default
10492,Male,Graduate school,Single,38,31-40,500000,Q5 (highest),0.8978266666666667,No,0,0,11000,Medium risk (one factor),No default
10493,Male,Graduate school,Single,25,21-30,150000,Q3,0.0137011111111111,No,0,0,8443,Low risk (neither),No default
10494,Male,University,Single,25,21-30,30000,Q1 (lowest),0.0157888888888888,No,0,0,56,Low risk (neither),No default
10495,Female,Graduate school,Single,33,31-40,230000,Q4,0.0030028985507246,No,0,0,-4373,Low risk (neither),No default
10496,Female,University,Married,49,41-50,360000,Q5 (highest),0.0103291666666666,No,0,0,2531,Low risk (neither),Default
10497,Female,Graduate school,Married,37,31-40,380000,Q5 (highest),1.1433938596491229,No,0,0,2729,Medium risk (one factor),No default
10498,Female,High school,Single,43,41-50,30000,Q1 (lowest),0.4874,Yes,3,6,-900,High risk (delayed + high util),No default
10499,Female,University,Single,43,41-50,50000,Q1 (lowest),0.9274033333333332,No,0,0,1000,Medium risk (one factor),No default
10500,Female,University,Married,47,41-50,420000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),No default
10501,Male,University,Single,32,31-40,70000,Q2,0.6379333333333334,No,0,0,1033,Medium risk (one factor),No default
10502,Female,University,Married,37,31-40,50000,Q1 (lowest),0.8805133333333333,No,0,0,-5997,Medium risk (one factor),No default
10503,Female,University,Single,33,31-40,350000,Q5 (highest),0.8928261904761905,No,0,0,5000,Medium risk (one factor),Default
10504,Male,Graduate school,Single,32,31-40,200000,Q4,0.011145,No,0,0,-204297,Low risk (neither),No default
10505,Male,University,Single,29,21-30,340000,Q5 (highest),0.0153009803921568,Yes,2,1,6604,Medium risk (one factor),No default
10506,Male,University,Single,25,21-30,50000,Q1 (lowest),0.5037233333333334,No,0,0,0,Medium risk (one factor),No default
10507,Female,University,Single,22,21-30,20000,Q1 (lowest),0.8841666666666667,Yes,2,4,2869,High risk (delayed + high util),Default
10508,Female,Graduate school,Single,34,31-40,360000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),Default
10509,Male,Graduate school,Single,29,21-30,140000,Q3,0.1764261904761905,No,0,0,2000,Low risk (neither),No default
10510,Male,University,Married,39,31-40,150000,Q3,0.7966633333333333,Yes,2,3,-4679,High risk (delayed + high util),Default
10511,Female,Graduate school,Married,35,31-40,100000,Q2,0.9844566666666668,Yes,2,1,5357,High risk (delayed + high util),Default
10512,Male,Graduate school,Married,44,41-50,460000,Q5 (highest),0.0073072463768115,No,0,0,3152,Low risk (neither),No default
10513,Female,University,Married,34,31-40,150000,Q3,0.9373455555555557,Yes,2,3,2370,High risk (delayed + high util),No default
10514,Female,Graduate school,Married,39,31-40,290000,Q5 (highest),0.1345735632183908,No,0,0,0,Low risk (neither),No default
10515,Female,University,Married,35,31-40,240000,Q4,0.4675520833333333,Yes,2,2,1500,High risk (delayed + high util),No default
10516,Female,Graduate school,Single,41,41-50,210000,Q4,0.0552912698412698,No,0,0,9000,Low risk (neither),No default
10517,Female,University,Single,33,31-40,350000,Q5 (highest),0.66721,No,0,0,41960,Medium risk (one factor),No default
10518,Female,High school,Married,37,31-40,280000,Q5 (highest),0.0616488095238095,Yes,2,1,28231,Medium risk (one factor),No default
10519,Male,University,Married,43,41-50,150000,Q3,0.5941522222222222,No,0,0,-88200,Medium risk (one factor),No default
10520,Female,University,Married,29,21-30,170000,Q3,0.1540019607843137,No,0,0,700,Low risk (neither),No default
10521,Male,High school,Married,40,31-40,50000,Q1 (lowest),0.3168366666666666,Yes,2,2,-570,High risk (delayed + high util),No default
10522,Male,University,Married,51,51-60,100000,Q2,0.5547583333333334,Yes,4,6,1000,High risk (delayed + high util),Default
10523,Male,University,Single,24,21-30,50000,Q1 (lowest),0.4965433333333333,No,0,0,1000,Medium risk (one factor),No default
10524,Female,University,Married,33,31-40,230000,Q4,0.0014420289855072,Yes,1,1,0,Medium risk (one factor),Default
10525,Male,University,Single,28,21-30,90000,Q2,0.4163907407407407,Yes,2,1,1000,High risk (delayed + high util),Default
10526,Male,University,Single,24,21-30,20000,Q1 (lowest),0.4077666666666666,Yes,2,2,0,High risk (delayed + high util),No default
10527,Female,University,Single,40,31-40,260000,Q4,0.001350641025641,No,0,0,785,Low risk (neither),No default
10528,Female,Graduate school,Married,40,31-40,290000,Q5 (highest),0.0074810344827586,No,0,0,6732,Low risk (neither),Default
10529,Female,University,Married,34,31-40,50000,Q1 (lowest),0.7783266666666667,Yes,2,2,-4000,High risk (delayed + high util),No default
10530,Female,High school,Single,42,41-50,60000,Q2,0.4399027777777778,No,0,0,3657,Medium risk (one factor),No default
10531,Female,University,Married,36,31-40,180000,Q3,0.0010972222222222,No,0,0,398,Low risk (neither),No default
10532,Female,University,Married,43,41-50,250000,Q4,0.1602506666666666,No,0,0,2121,Low risk (neither),No default
10533,Male,Graduate school,Married,29,21-30,90000,Q2,0.8898444444444444,No,0,0,5500,Medium risk (one factor),No default
10534,Female,High school,Married,52,51-60,10000,Q1 (lowest),0.4285833333333333,Yes,2,6,1100,High risk (delayed + high util),No default
10535,Female,Graduate school,Married,37,31-40,290000,Q5 (highest),0.1004431034482758,No,0,0,-5980,Low risk (neither),No default
10536,Female,University,Single,27,21-30,80000,Q2,0.7997125,No,0,0,-11236,Medium risk (one factor),No default
10537,Female,University,Single,25,21-30,30000,Q1 (lowest),0.0196,Yes,3,6,-31496,Medium risk (one factor),No default
10538,Female,University,Married,37,31-40,200000,Q4,0.0361475,No,0,0,8318,Low risk (neither),No default
10539,Female,High school,Married,56,51-60,50000,Q1 (lowest),0.8093533333333333,No,0,0,400,Medium risk (one factor),No default
10540,Male,University,Married,47,41-50,220000,Q4,0.873465909090909,Yes,4,6,-7000,High risk (delayed + high util),Default
10541,Male,University,Married,48,41-50,430000,Q5 (highest),0.0649096899224806,No,0,0,925,Low risk (neither),No default
10542,Female,University,Married,27,21-30,50000,Q1 (lowest),0.6478533333333334,No,0,0,776,Medium risk (one factor),Default
10543,Male,Graduate school,Single,33,31-40,410000,Q5 (highest),0.0022162601626016,No,0,0,-686,Low risk (neither),No default
10544,Female,University,Married,39,31-40,50000,Q1 (lowest),0.49458,Yes,2,3,-1127,High risk (delayed + high util),No default
10545,Male,University,Single,47,41-50,110000,Q3,0.6606287878787879,No,0,0,640,Medium risk (one factor),No default
10546,Male,Graduate school,Single,28,21-30,50000,Q1 (lowest),0.66643,Yes,2,2,0,High risk (delayed + high util),No default
10547,Female,High school,Others,56,51-60,30000,Q1 (lowest),0.9245055555555556,Yes,3,6,-1100,High risk (delayed + high util),Default
10548,Female,Graduate school,Married,25,21-30,80000,Q2,0.0949354166666666,Yes,3,6,1200,Medium risk (one factor),Default
10549,Male,University,Married,39,31-40,230000,Q4,0.0342384057971014,No,0,0,4360,Low risk (neither),No default
10550,Male,University,Married,66,61+,300000,Q5 (highest),0.8358438888888888,No,0,0,4000,Medium risk (one factor),Default
10551,Female,University,Single,28,21-30,230000,Q4,0.0623681159420289,No,0,0,1000,Low risk (neither),No default
10552,Male,Graduate school,Married,36,31-40,220000,Q4,0.0005825757575757,No,0,0,-863,Low risk (neither),No default
10553,Female,Graduate school,Single,26,21-30,200000,Q4,0.9801058333333332,No,0,0,263,Medium risk (one factor),No default
10554,Female,Graduate school,Single,30,21-30,130000,Q3,0.9208307692307692,Yes,2,2,4527,High risk (delayed + high util),Default
10555,Male,Graduate school,Single,25,21-30,20000,Q1 (lowest),0.8573,No,0,0,-179,Medium risk (one factor),No default
10556,Female,Graduate school,Single,31,31-40,400000,Q5 (highest),0.03833375,No,0,0,-18380,Low risk (neither),No default
10557,Female,Graduate school,Single,29,21-30,230000,Q4,0.1211355072463768,No,0,0,790,Low risk (neither),No default
10558,Male,University,Married,36,31-40,30000,Q1 (lowest),0.2221777777777777,No,0,0,2000,Low risk (neither),No default
10559,Male,University,Married,44,41-50,190000,Q4,0.8092859649122808,No,0,0,200,Medium risk (one factor),No default
10560,Female,Graduate school,Single,27,21-30,220000,Q4,0.029405303030303,No,0,0,5272,Low risk (neither),No default
10561,Male,University,Single,30,21-30,20000,Q1 (lowest),0.8227583333333334,No,0,0,993,Medium risk (one factor),No default
10562,Female,University,Single,29,21-30,280000,Q5 (highest),0.0029863095238095,No,0,0,-101,Low risk (neither),No default
10563,Male,University,Married,36,31-40,190000,Q4,0.4343421052631579,No,0,0,3773,Medium risk (one factor),No default
10564,Male,Graduate school,Single,36,31-40,260000,Q4,0.0038538461538461,No,0,0,10000,Low risk (neither),No default
10565,Female,University,Married,34,31-40,80000,Q2,0.85355,Yes,2,1,-1500,High risk (delayed + high util),No default
10566,Female,University,Single,24,21-30,60000,Q2,0.9701472222222224,No,0,0,900,Medium risk (one factor),No default
10567,Male,High school,Married,52,51-60,80000,Q2,0.2855125,No,0,0,51,Medium risk (one factor),No default
10568,Female,Graduate school,Married,36,31-40,360000,Q5 (highest),0.0658555555555555,Yes,2,1,35705,Medium risk (one factor),Default
10569,Female,University,Married,33,31-40,350000,Q5 (highest),0.0006119047619047,No,0,0,-18296,Low risk (neither),No default
10570,Male,University,Single,25,21-30,50000,Q1 (lowest),1.2386566666666667,Yes,3,2,2900,High risk (delayed + high util),No default
10571,Female,Graduate school,Married,40,31-40,360000,Q5 (highest),0.0082662037037037,No,0,0,-35860,Low risk (neither),No default
10572,Female,High school,Single,41,41-50,100000,Q2,0.0396333333333333,No,0,0,1633,Low risk (neither),Default
10573,Female,Graduate school,Single,29,21-30,360000,Q5 (highest),0.0011111111111111,No,0,0,0,Low risk (neither),No default
10574,Female,Graduate school,Single,31,31-40,120000,Q3,0.0131388888888888,No,0,0,-4500,Low risk (neither),No default
10575,Female,High school,Married,51,51-60,20000,Q1 (lowest),0.3325416666666666,No,0,0,2000,Medium risk (one factor),No default
10576,Male,Graduate school,Single,31,31-40,100000,Q2,0.8860016666666667,Yes,2,6,100,High risk (delayed + high util),Default
10577,Male,University,Single,22,21-30,60000,Q2,0.5198861111111112,No,0,0,-14900,Medium risk (one factor),No default
10578,Female,Graduate school,Single,28,21-30,240000,Q4,0.0068180555555555,Yes,2,2,0,Medium risk (one factor),Default
10579,Female,Graduate school,Single,25,21-30,70000,Q2,0.9830976190476188,No,0,0,1253,Medium risk (one factor),No default
10580,Female,Graduate school,Single,31,31-40,360000,Q5 (highest),0.0554731481481481,No,0,0,12674,Low risk (neither),No default
10581,Male,Graduate school,Married,47,41-50,290000,Q5 (highest),0.0555189655172413,No,0,0,14519,Low risk (neither),No default
10582,Female,Graduate school,Single,24,21-30,90000,Q2,0.6405592592592593,No,0,0,789,Medium risk (one factor),No default
10583,Female,High school,Single,54,51-60,80000,Q2,0.0889270833333333,No,0,0,3794,Low risk (neither),No default
10584,Male,University,Single,38,31-40,50000,Q1 (lowest),0.6989333333333333,Yes,2,2,0,High risk (delayed + high util),No default
10585,Female,High school,Single,54,51-60,50000,Q1 (lowest),0.5756366666666667,No,0,0,1818,Medium risk (one factor),No default
10586,Female,University,Married,45,41-50,160000,Q3,0.063753125,No,0,0,-19500,Low risk (neither),No default
10587,Female,High school,Single,53,51-60,120000,Q3,0.5912277777777777,Yes,2,2,500,High risk (delayed + high util),Default
10588,Female,Graduate school,Single,27,21-30,500000,Q5 (highest),0.0988533333333333,No,0,0,531,Low risk (neither),No default
10589,Female,University,Single,24,21-30,50000,Q1 (lowest),0.1400433333333333,No,0,0,572,Low risk (neither),No default
10590,Male,University,Single,28,21-30,50000,Q1 (lowest),0.4455933333333333,No,0,0,1300,Medium risk (one factor),Default
10591,Male,University,Single,28,21-30,50000,Q1 (lowest),0.12884,No,0,0,100,Low risk (neither),No default
10592,Female,Graduate school,Single,33,31-40,210000,Q4,0.0219031746031746,No,0,0,1053,Low risk (neither),No default
10593,Male,University,Single,26,21-30,80000,Q2,0.0261333333333333,No,0,0,1067,Low risk (neither),No default
10594,Male,Graduate school,Single,31,31-40,20000,Q1 (lowest),0.7335416666666666,Yes,2,3,1229,High risk (delayed + high util),No default
10595,Female,Graduate school,Married,34,31-40,310000,Q5 (highest),0.0027548387096774,No,0,0,-428,Low risk (neither),Default
10596,Female,Graduate school,Married,29,21-30,150000,Q3,0.1320077777777777,Yes,2,1,893,Medium risk (one factor),No default
10597,Female,University,Married,50,41-50,50000,Q1 (lowest),0.5751966666666667,No,0,0,1454,Medium risk (one factor),Default
10598,Male,High school,Married,30,21-30,100000,Q2,0.720445,Yes,2,4,-3120,High risk (delayed + high util),Default
10599,Male,Others,Single,31,31-40,150000,Q3,0.2538966666666666,No,0,0,2000,Low risk (neither),No default
10600,Male,University,Single,23,21-30,50000,Q1 (lowest),0.1114466666666666,Yes,2,2,-2000,Medium risk (one factor),No default
10601,Female,High school,Married,51,51-60,180000,Q3,0.002687037037037,Yes,2,3,31,Medium risk (one factor),Default
10602,Female,High school,Single,23,21-30,50000,Q1 (lowest),0.05441,No,0,0,4890,Low risk (neither),No default
10603,Female,High school,Married,36,31-40,50000,Q1 (lowest),0.54283,No,0,0,1979,Medium risk (one factor),No default
10604,Female,High school,Married,43,41-50,50000,Q1 (lowest),0.0461866666666666,No,0,0,420,Low risk (neither),No default
10605,Male,University,Married,41,41-50,230000,Q4,0.9938507246376812,No,0,0,1500,Medium risk (one factor),No default
10606,Female,University,Single,24,21-30,70000,Q2,0.4581047619047619,Yes,2,1,2500,High risk (delayed + high util),No default
10607,Male,High school,Married,51,51-60,50000,Q1 (lowest),0.23979,No,0,0,13902,Low risk (neither),No default
10608,Female,University,Single,31,31-40,10000,Q1 (lowest),0.6642333333333333,No,0,0,-3578,Medium risk (one factor),No default
10609,Male,High school,Single,27,21-30,30000,Q1 (lowest),0.9613444444444444,Yes,2,1,-783,High risk (delayed + high util),No default
10610,Female,University,Married,29,21-30,230000,Q4,0.2122007246376811,No,0,0,310,Low risk (neither),No default
10611,Female,High school,Married,61,61+,50000,Q1 (lowest),0.5036033333333334,Yes,2,1,672,High risk (delayed + high util),No default
10612,Male,University,Married,31,31-40,20000,Q1 (lowest),0.9518583333333334,No,0,0,1630,Medium risk (one factor),No default
10613,Female,University,Single,31,31-40,20000,Q1 (lowest),1.0146833333333334,No,0,0,7184,Medium risk (one factor),No default
10614,Male,University,Married,26,21-30,360000,Q5 (highest),0.0011574074074074,No,0,0,2500,Low risk (neither),No default
10615,Male,Graduate school,Single,28,21-30,120000,Q3,0.1189819444444444,Yes,2,1,4000,Medium risk (one factor),No default
10616,Male,Graduate school,Married,35,31-40,400000,Q5 (highest),0.1853029166666666,No,0,0,62993,Low risk (neither),No default
10617,Male,Graduate school,Married,40,31-40,360000,Q5 (highest),0.0287527777777777,No,0,0,-23420,Low risk (neither),No default
10618,Male,Graduate school,Married,55,51-60,500000,Q5 (highest),0.3511116666666667,No,0,0,219884,Medium risk (one factor),No default
10619,Male,Graduate school,Married,50,41-50,500000,Q5 (highest),0.3704456666666667,No,0,0,5000,Medium risk (one factor),No default
10620,Male,University,Single,26,21-30,80000,Q2,0.0524854166666666,No,0,0,2000,Low risk (neither),No default
10621,Female,University,Single,23,21-30,20000,Q1 (lowest),0.13775,No,0,0,7120,Low risk (neither),No default
10622,Female,Graduate school,Single,24,21-30,20000,Q1 (lowest),1.0504583333333335,No,0,0,1009,Medium risk (one factor),No default
10623,Male,University,Married,51,51-60,200000,Q4,0.0027283333333333,No,0,0,-792,Low risk (neither),Default
10624,Female,High school,Married,27,21-30,50000,Q1 (lowest),0.1715766666666666,Yes,2,1,1000,Medium risk (one factor),No default
10625,Female,High school,Married,46,41-50,120000,Q3,0.0068611111111111,No,0,0,0,Low risk (neither),Default
10626,Male,University,Single,37,31-40,30000,Q1 (lowest),0.7329444444444444,No,0,0,1714,Medium risk (one factor),No default
10627,Male,University,Married,35,31-40,390000,Q5 (highest),0.1194871794871794,No,0,0,-806,Low risk (neither),No default
10628,Male,Graduate school,Married,57,51-60,200000,Q4,0.0218291666666666,No,0,0,698,Low risk (neither),No default
10629,Female,Graduate school,Married,52,51-60,260000,Q4,0.0019871794871794,Yes,2,4,0,Medium risk (one factor),Default
10630,Male,University,Single,33,31-40,210000,Q4,0.0693928571428571,No,0,0,-1208,Low risk (neither),No default
10631,Male,Graduate school,Married,46,41-50,180000,Q3,0.0030277777777777,Yes,3,2,-390,Medium risk (one factor),No default
10632,Female,University,Married,27,21-30,120000,Q3,0.6649291666666667,Yes,2,1,1326,High risk (delayed + high util),No default
10633,Male,Graduate school,Single,26,21-30,50000,Q1 (lowest),0.0413233333333333,Yes,2,2,0,Medium risk (one factor),Default
10634,Male,University,Single,32,31-40,50000,Q1 (lowest),0.66351,No,0,0,378,Medium risk (one factor),No default
10635,Male,Graduate school,Single,30,21-30,50000,Q1 (lowest),0.91653,Yes,2,1,4991,High risk (delayed + high util),No default
10636,Female,University,Single,24,21-30,90000,Q2,0.3374685185185185,No,0,0,2991,Medium risk (one factor),No default
10637,Female,Graduate school,Single,23,21-30,80000,Q2,0.35931875,Yes,2,3,-25000,High risk (delayed + high util),No default
10638,Male,University,Single,24,21-30,50000,Q1 (lowest),0.2889033333333333,No,0,0,700,Medium risk (one factor),No default
10639,Female,University,Single,24,21-30,310000,Q5 (highest),0.4890693548387096,No,0,0,3557,Medium risk (one factor),No default
10640,Male,Graduate school,Single,25,21-30,100000,Q2,0.2141566666666667,No,0,0,1000,Low risk (neither),No default
10641,Female,High school,Married,50,41-50,230000,Q4,0.0038021739130434,Yes,1,1,-679,Medium risk (one factor),No default
10642,Female,High school,Single,40,31-40,120000,Q3,0.2681486111111111,No,0,0,100,Low risk (neither),Default
10643,Male,Graduate school,Married,48,41-50,230000,Q4,0.5880333333333333,No,0,0,5000,Medium risk (one factor),No default
10644,Female,High school,Married,38,31-40,360000,Q5 (highest),0.062712037037037,Yes,2,3,-9500,Medium risk (one factor),No default
10645,Male,Graduate school,Married,37,31-40,500000,Q5 (highest),0.058877,No,0,0,12028,Low risk (neither),No default
10646,Male,High school,Married,44,41-50,50000,Q1 (lowest),0.6102433333333334,No,0,0,959,Medium risk (one factor),Default
10647,Female,University,Single,49,41-50,30000,Q1 (lowest),0.4588833333333333,Yes,2,2,1300,High risk (delayed + high util),No default
10648,Female,Graduate school,Married,45,41-50,720000,Q5 (highest),0.1415416666666666,No,0,0,-2062,Low risk (neither),No default
10649,Male,Graduate school,Single,22,21-30,10000,Q1 (lowest),0.40825,Yes,3,1,1300,High risk (delayed + high util),No default
10650,Female,Graduate school,Single,27,21-30,400000,Q5 (highest),0.0376241666666666,No,0,0,-56,Low risk (neither),Default
10651,Female,Graduate school,Single,33,31-40,150000,Q3,0.5147755555555555,No,0,0,4192,Medium risk (one factor),No default
10652,Male,Graduate school,Single,54,51-60,500000,Q5 (highest),0.017454,No,0,0,-26932,Low risk (neither),No default
10653,Male,University,Married,25,21-30,50000,Q1 (lowest),0.5339466666666667,No,0,0,805,Medium risk (one factor),No default
10654,Female,University,Single,26,21-30,210000,Q4,0.1296666666666666,No,0,0,500,Low risk (neither),No default
10655,Female,Graduate school,Single,36,31-40,260000,Q4,0.0011384615384615,No,0,0,0,Low risk (neither),No default
10656,Female,University,Married,38,31-40,240000,Q4,0.0077583333333333,Yes,2,5,-351,Medium risk (one factor),Default
10657,Female,University,Single,30,21-30,360000,Q5 (highest),0.0031106481481481,No,0,0,90,Low risk (neither),No default
10658,Female,Graduate school,Single,30,21-30,200000,Q4,0.0069758333333333,No,0,0,0,Low risk (neither),No default
10659,Female,High school,Single,43,41-50,50000,Q1 (lowest),-0.0006033333333333,No,0,0,809,Low risk (neither),No default
10660,Female,University,Single,23,21-30,80000,Q2,0.0,Yes,1,1,0,Medium risk (one factor),Default
10661,Male,Graduate school,Single,29,21-30,230000,Q4,0.1773224637681159,No,0,0,0,Low risk (neither),No default
10662,Female,Graduate school,Married,40,31-40,500000,Q5 (highest),0.1411016666666666,No,0,0,70648,Low risk (neither),No default
10663,Male,Graduate school,Single,40,31-40,70000,Q2,0.6919404761904763,Yes,2,3,-2200,High risk (delayed + high util),Default
10664,Female,Graduate school,Married,36,31-40,50000,Q1 (lowest),0.8462166666666667,Yes,2,4,-500,High risk (delayed + high util),Default
10665,Male,High school,Single,34,31-40,210000,Q4,0.1758992063492063,No,0,0,709,Low risk (neither),No default
10666,Female,Graduate school,Married,41,41-50,220000,Q4,0.5714257575757576,No,0,0,7024,Medium risk (one factor),No default
10667,Female,University,Married,29,21-30,100000,Q2,0.79478,Yes,2,4,0,High risk (delayed + high util),No default
10668,Male,University,Single,45,41-50,150000,Q3,0.0277322222222222,No,0,0,0,Low risk (neither),No default
10669,Male,University,Married,42,41-50,50000,Q1 (lowest),0.14935,No,0,0,1173,Low risk (neither),No default
10670,Male,High school,Married,45,41-50,50000,Q1 (lowest),0.01712,Yes,2,1,2305,Medium risk (one factor),No default
10671,Male,University,Single,48,41-50,410000,Q5 (highest),0.041490243902439,No,0,0,1382,Low risk (neither),Default
10672,Female,University,Single,29,21-30,80000,Q2,0.0,No,0,0,0,Low risk (neither),No default
10673,Male,University,Married,35,31-40,70000,Q2,0.690747619047619,Yes,2,3,0,High risk (delayed + high util),No default
10674,Female,High school,Single,28,21-30,210000,Q4,0.0011619047619047,No,0,0,-81,Low risk (neither),No default
10675,Female,University,Single,36,31-40,290000,Q5 (highest),1.059785632183908,No,0,0,-53851,Medium risk (one factor),No default
10676,Male,University,Married,42,41-50,50000,Q1 (lowest),0.2767933333333333,No,0,0,806,Low risk (neither),Default
10677,Male,University,Married,40,31-40,380000,Q5 (highest),0.0740653508771929,No,0,0,-19279,Low risk (neither),No default
10678,Female,University,Single,24,21-30,60000,Q2,0.9779555555555556,Yes,2,3,100,High risk (delayed + high util),No default
10679,Male,Graduate school,Married,37,31-40,200000,Q4,0.0222133333333333,No,0,0,1187,Low risk (neither),No default
10680,Female,Others,Single,32,31-40,200000,Q4,0.16148,No,0,0,1372,Low risk (neither),No default
10681,Male,Graduate school,Single,33,31-40,190000,Q4,0.0749078947368421,No,0,0,1213,Low risk (neither),No default
10682,Female,University,Married,46,41-50,80000,Q2,0.7844229166666667,No,0,0,997,Medium risk (one factor),No default
10683,Female,Graduate school,Single,33,31-40,480000,Q5 (highest),0.1887399305555555,No,0,0,15000,Low risk (neither),No default
10684,Male,High school,Married,53,51-60,20000,Q1 (lowest),0.8537416666666666,No,0,0,1500,Medium risk (one factor),No default
10685,Male,High school,Single,30,21-30,230000,Q4,0.0,Yes,1,1,0,Medium risk (one factor),Default
10686,Male,University,Married,31,31-40,160000,Q3,0.500328125,No,0,0,-200,Medium risk (one factor),No default
10687,Male,High school,Married,49,41-50,50000,Q1 (lowest),0.68608,Yes,2,2,-3410,High risk (delayed + high util),No default
10688,Female,University,Married,47,41-50,80000,Q2,0.12139375,Yes,2,2,-6261,Medium risk (one factor),No default
10689,Female,University,Married,39,31-40,240000,Q4,0.0083041666666666,No,0,0,0,Low risk (neither),No default
10690,Female,Graduate school,Single,27,21-30,50000,Q1 (lowest),0.03953,No,0,0,-1507,Low risk (neither),No default
10691,Male,University,Married,35,31-40,300000,Q5 (highest),0.7114833333333334,Yes,2,2,6368,High risk (delayed + high util),No default
10692,Female,University,Single,23,21-30,200000,Q4,0.33179,No,0,0,-3062,Medium risk (one factor),No default
10693,Male,University,Married,43,41-50,180000,Q3,0.6641138888888889,No,0,0,4099,Medium risk (one factor),No default
10694,Male,High school,Single,27,21-30,370000,Q5 (highest),0.3083986486486486,No,0,0,5778,Medium risk (one factor),No default
10695,Male,University,Single,28,21-30,230000,Q4,0.1452985507246376,No,0,0,500,Low risk (neither),No default
10696,Female,University,Married,27,21-30,90000,Q2,1.121133333333333,Yes,2,3,0,High risk (delayed + high util),Default
10697,Male,Graduate school,Single,26,21-30,20000,Q1 (lowest),0.64675,Yes,2,1,692,High risk (delayed + high util),Default
10698,Female,Graduate school,Married,57,51-60,280000,Q5 (highest),0.0139267857142857,Yes,3,3,1669,Medium risk (one factor),No default
10699,Female,Graduate school,Married,39,31-40,200000,Q4,0.0,Yes,1,1,0,Medium risk (one factor),Default
10700,Male,University,Married,73,61+,140000,Q3,0.9727488095238096,No,0,0,-182,Medium risk (one factor),No default
