ClientID,Month Offset,Bill Amount,Payment Amount,Pay Status Code,Default
12229,0,22138,1808,0,No default
12230,-5,11304,275,-1,No default
12230,-4,8832,11304,0,No default
12230,-3,34292,1000,0,No default
12230,-2,14949,22000,0,No default
12230,-1,11877,5001,0,No default
12230,0,9894,3000,-1,No default
12231,-5,27219,2054,2,No default
12231,-4,27798,0,2,No default
12231,-3,23026,5335,2,No default
12231,-2,23702,0,0,No default
12231,-1,20673,3700,0,No default
12231,0,19625,1671,0,No default
12232,-5,476,326,-1,No default
12232,-4,326,476,-1,No default
12232,-3,326,326,0,No default
12232,-2,652,0,-1,No default
12232,-1,0,978,-1,No default
12232,0,326,0,-1,No default
12233,-5,44218,1737,0,No default
12233,-4,45494,1697,0,No default
12233,-3,49021,1616,0,No default
12233,-2,53738,1799,0,No default
12233,-1,55334,1800,0,No default
12233,0,66426,2657,0,No default
12234,-5,9447,500,0,No default
12234,-4,8749,1000,2,No default
12234,-3,9036,0,0,No default
12234,-2,7169,2000,0,No default
12234,-1,46575,2000,0,No default
12234,0,54835,3500,0,No default
12235,-5,54805,2156,0,Default
12235,-4,54040,2200,0,Default
12235,-3,53317,2500,0,Default
12235,-2,52113,2053,2,Default
12235,-1,105371,0,0,Default
12235,0,100908,7000,0,Default
12236,-5,18486,0,0,Default
12236,-4,17889,1007,2,Default
12236,-3,19338,0,0,Default
12236,-2,17541,1946,0,Default
12236,-1,17058,1149,0,Default
12236,0,17638,1666,2,Default
12237,-5,40865,1307,0,Default
12237,-4,40045,1318,0,Default
12237,-3,39760,1300,0,Default
12237,-2,60627,1500,0,Default
12237,-1,98337,3600,0,Default
12237,0,136128,4756,2,Default
12238,-5,37829,2500,2,No default
12238,-4,38584,0,2,No default
12238,-3,37718,1601,2,No default
12238,-2,37215,1400,2,No default
12238,-1,36705,1400,3,No default
12238,0,37570,0,4,No default
12239,-5,0,0,-2,Default
12239,-4,0,0,-1,Default
12239,-3,6323,0,-1,Default
12239,-2,4165,10488,0,Default
12239,-1,3617,1000,0,Default
12239,0,11999,1062,-1,Default
12240,-5,195976,1000,0,Default
12240,-4,184104,20163,0,Default
12240,-3,180295,6907,0,Default
12240,-2,176523,6700,0,Default
12240,-1,174509,6400,0,Default
12240,0,170964,7788,0,Default
12241,-5,243238,8010,0,No default
12241,-4,245234,10029,0,No default
12241,-3,261312,8303,2,No default
12241,-2,275804,12,0,No default
12241,-1,268368,20303,0,No default
12241,0,271305,9703,0,No default
12242,-5,3978,2390,-1,No default
12242,-4,11860,3978,-1,No default
12242,-3,28540,11860,-1,No default
12242,-2,13088,28540,-1,No default
12242,-1,16932,13088,-1,No default
12242,0,10132,16932,-1,No default
12243,-5,228900,3000,0,No default
12243,-4,219218,13350,0,No default
12243,-3,214696,7979,0,No default
12243,-2,210513,7682,0,No default
12243,-1,205944,8000,0,No default
12243,0,241711,7481,0,No default
12244,-5,38021,10010,0,Default
12244,-4,36206,3000,0,Default
12244,-3,48244,3002,0,Default
12244,-2,45392,4010,0,Default
12244,-1,44045,3004,0,Default
12244,0,42132,3005,-1,Default
12245,-5,110811,4013,0,No default
12245,-4,111152,4016,0,No default
12245,-3,103422,10014,0,No default
12245,-2,103744,5006,0,No default
12245,-1,100815,30022,0,No default
12245,0,105932,5137,-1,No default
12246,-5,50722,3628,0,No default
12246,-4,50608,1835,0,No default
12246,-3,49392,2000,0,No default
12246,-2,48382,1800,0,No default
12246,-1,47384,1790,0,No default
12246,0,46337,1792,0,No default
12247,-5,158,158,-1,No default
12247,-4,11030,158,-1,No default
12247,-3,158,11030,-1,No default
12247,-2,5923,158,-1,No default
12247,-1,3297,5939,-1,No default
12247,0,1072,3297,-1,No default
12248,-5,9506,1000,0,No default
12248,-4,6896,3500,0,No default
12248,-3,5471,4000,-1,No default
12248,-2,18209,5500,0,No default
12248,-1,26286,8807,0,No default
12248,0,20708,6545,0,No default
12249,-5,124742,3591,0,No default
12249,-4,118270,7503,0,No default
12249,-3,116480,3376,0,No default
12249,-2,314042,3884,0,No default
12249,-1,197796,117698,-1,No default
12249,0,192080,5716,-2,No default
12250,-5,548,1048,-1,Default
12250,-4,1451,548,-1,Default
12250,-3,1200,1451,-1,Default
12250,-2,1989,1200,-1,Default
12250,-1,1489,1989,-1,Default
12250,0,1900,1489,-1,Default
12251,-5,3406,2622,-2,No default
12251,-4,3344,3406,-2,No default
12251,-3,5674,3692,-2,No default
12251,-2,353,5674,-2,No default
12251,-1,65758,359,-2,No default
12251,0,93767,65758,-2,No default
12252,-5,0,0,-2,No default
12252,-4,0,0,-2,No default
12252,-3,0,0,-2,No default
12252,-2,0,0,-2,No default
12252,-1,0,0,-2,No default
12252,0,0,0,-2,No default
12253,-5,150,780,-1,No default
12253,-4,390,150,-1,No default
12253,-3,390,390,-1,No default
12253,-2,390,390,2,No default
12253,-1,780,0,-1,No default
12253,0,942,780,-1,No default
12254,-5,64020,7005,0,No default
12254,-4,57877,8006,0,No default
12254,-3,52871,10002,0,No default
12254,-2,44547,10012,0,No default
12254,-1,37392,10008,0,No default
12254,0,28416,10000,0,No default
12255,-5,733,1905,0,No default
12255,-4,4309,2,-1,No default
12255,-3,3420,4319,-1,No default
12255,-2,890,3430,2,No default
12255,-1,18873,2,-1,No default
12255,0,15908,4013,-1,No default
12256,-5,0,204,-1,Default
12256,-4,2001,0,-1,Default
12256,-3,3617,2001,-1,Default
12256,-2,590,3617,-1,Default
12256,-1,1579,590,2,Default
12256,0,2049,0,-1,Default
12257,-5,76051,2510,0,No default
12257,-4,81261,3005,0,No default
12257,-3,113273,2844,0,No default
12257,-2,120439,3396,0,No default
12257,-1,138542,5485,0,No default
12257,0,141670,6278,0,No default
12258,-5,-20,0,-2,No default
12258,-4,-20,0,-2,No default
12258,-3,-20,0,-2,No default
12258,-2,-20,0,-2,No default
12258,-1,-20,0,-2,No default
12258,0,-20,0,-2,No default
12259,-5,18721,681,0,No default
12259,-4,18350,676,0,No default
12259,-3,17974,666,0,No default
12259,-2,17623,644,0,No default
12259,-1,23807,1293,0,No default
12259,0,29224,2000,0,No default
12260,-5,1066,170,-1,No default
12260,-4,1765,1066,-1,No default
12260,-3,1226,1765,-1,No default
12260,-2,1226,1226,-1,No default
12260,-1,1226,1226,-1,No default
12260,0,1226,1226,0,No default
12261,-5,38167,1000,3,No default
12261,-4,39093,0,4,No default
12261,-3,40299,0,3,No default
12261,-2,37825,3400,4,No default
12261,-1,38743,0,4,No default
12261,0,37639,2000,2,No default
12262,-5,28413,1351,-1,No default
12262,-4,33341,28413,-1,No default
12262,-3,29677,33341,-1,No default
12262,-2,43852,29682,-1,No default
12262,-1,34813,43856,-1,No default
12262,0,19769,34813,-1,No default
12263,-5,2158,0,0,No default
12263,-4,4581,22,0,No default
12263,-3,18861,121,0,No default
12263,-2,19590,477,0,No default
12263,-1,18856,1200,2,No default
12263,0,19454,0,1,No default
12264,-5,27076,2500,0,No default
12264,-4,26263,2000,0,No default
12264,-3,26414,1000,0,No default
12264,-2,26568,1000,0,No default
12264,-1,27349,1500,0,No default
12264,0,27143,1700,2,No default
12265,-5,0,0,-2,No default
12265,-4,0,0,-2,No default
12265,-3,0,0,-2,No default
12265,-2,0,0,-2,No default
12265,-1,0,0,-2,No default
12265,0,0,0,1,No default
12266,-5,5121,1272,0,No default
12266,-4,6412,1825,0,No default
12266,-3,5444,1000,0,No default
12266,-2,5283,1000,0,No default
12266,-1,5240,1000,0,No default
12266,0,4317,2000,0,No default
12267,-5,396,396,-1,No default
12267,-4,396,396,-1,No default
12267,-3,396,396,-1,No default
12267,-2,396,396,-1,No default
12267,-1,396,396,-1,No default
12267,0,396,396,-1,No default
12268,-5,17794,2123,-1,No default
12268,-4,2247,17847,-1,No default
12268,-3,4094,2253,-1,No default
12268,-2,13868,4106,-1,No default
12268,-1,3959,13909,-1,No default
12268,0,5308,3981,-1,No default
12269,-5,81238,3000,0,Default
12269,-4,78490,10000,0,Default
12269,-3,75808,5000,0,Default
12269,-2,108207,3000,0,Default
12269,-1,111805,4380,0,Default
12269,0,109924,6000,2,Default
12270,-5,18346,1000,0,No default
12270,-4,17895,900,0,No default
12270,-3,17327,1000,0,No default
12270,-2,16908,1000,0,No default
12270,-1,16980,1500,0,No default
12270,0,23540,2010,0,No default
12271,-5,0,0,-1,No default
12271,-4,2098,0,-1,No default
12271,-3,1323,2098,-1,No default
12271,-2,1106,1323,-1,No default
12271,-1,0,1106,-1,No default
12271,0,2716,0,-1,No default
12272,-5,11547,19826,-1,No default
12272,-4,8988,11547,-1,No default
12272,-3,3008,8988,0,No default
12272,-2,14907,0,-1,No default
12272,-1,3312,14907,-1,No default
12272,0,13532,23871,-1,No default
12273,-5,32304,1500,0,No default
12273,-4,38987,1500,0,No default
12273,-3,36823,2772,0,No default
12273,-2,39805,1332,0,No default
12273,-1,40110,1620,0,No default
12273,0,44592,2000,0,No default
12274,-5,-5738,0,-2,No default
12274,-4,-5738,0,-2,No default
12274,-3,-5738,0,-2,No default
12274,-2,-5738,0,-2,No default
12274,-1,-3938,1800,-2,No default
12274,0,-3768,179,-2,No default
12275,-5,35389,2800,0,Default
12275,-4,34694,1270,0,Default
12275,-3,33938,1300,0,Default
12275,-2,33239,1250,2,Default
12275,-1,34086,0,2,Default
12275,0,33313,1600,2,Default
12276,-5,7533,1000,-1,No default
12276,-4,10577,7533,0,No default
12276,-3,19587,5577,0,No default
12276,-2,50120,10292,0,No default
12276,-1,92054,5120,0,No default
12276,0,41724,5000,0,No default
12277,-5,9547,151945,-1,No default
12277,-4,8142,9590,-2,No default
12277,-3,77790,8572,-2,No default
12277,-2,28874,78178,-1,No default
12277,-1,11754,29020,-1,No default
12277,0,17397,12556,-1,No default
12278,-5,11195,3000,0,No default
12278,-4,15837,2000,0,No default
12278,-3,16907,6000,0,No default
12278,-2,25656,3000,0,No default
12278,-1,27996,3008,0,No default
12278,0,36343,5140,0,No default
12279,-5,10481,0,2,Default
12279,-4,9785,855,2,Default
12279,-3,10085,0,2,Default
12279,-2,9400,837,2,Default
12279,-1,9356,352,0,Default
12279,0,7384,2108,0,Default
12280,-5,0,5775,-1,No default
12280,-4,5539,0,-1,No default
12280,-3,2862,5539,-1,No default
12280,-2,680,2862,-1,No default
12280,-1,0,680,-1,No default
12280,0,1995,0,-1,No default
12281,-5,11653,0,3,No default
12281,-4,12139,0,4,No default
12281,-3,12919,0,2,No default
12281,-2,11705,1700,2,No default
12281,-1,9371,2500,2,No default
12281,0,9670,0,1,No default
12282,-5,19262,1000,0,Default
12282,-4,20129,700,2,Default
12282,-3,22053,0,0,Default
12282,-2,44127,2700,0,Default
12282,-1,49504,1804,0,Default
12282,0,48716,2213,2,Default
12283,-5,664,698,-1,No default
12283,-4,0,664,0,No default
12283,-3,3110,0,0,No default
12283,-2,4559,24,-1,No default
12283,-1,8966,4563,-1,No default
12283,0,-26,8992,1,No default
12284,-5,30949,1460,-1,Default
12284,-4,11854,30288,-1,Default
12284,-3,0,11854,-1,Default
12284,-2,1828,0,-1,Default
12284,-1,33414,1828,-1,Default
12284,0,1262,33414,-1,Default
12285,-5,7610,1676,-1,No default
12285,-4,2371,7647,0,No default
12285,-3,2568,12,-2,No default
12285,-2,183,4953,-2,No default
12285,-1,4618,0,-2,No default
12285,0,6302,4663,-2,No default
12286,-5,110854,3888,0,No default
12286,-4,111141,4103,0,No default
12286,-3,116082,4173,0,No default
12286,-2,116319,4001,0,No default
12286,-1,121523,4120,0,No default
12286,0,125719,4316,0,No default
12287,-5,57626,2000,0,No default
12287,-4,61691,3000,2,No default
12287,-3,67687,0,2,No default
12287,-2,71219,3000,2,No default
12287,-1,76179,2000,2,No default
12287,0,80709,2300,2,No default
12288,-5,0,0,-1,No default
12288,-4,990,0,-1,No default
12288,-3,0,990,-2,No default
12288,-2,0,0,-1,No default
12288,-1,454,0,-1,No default
12288,0,540,454,-1,No default
12289,-5,0,0,-2,No default
12289,-4,0,0,-2,No default
12289,-3,0,0,2,No default
12289,-2,23237,0,2,No default
12289,-1,25067,0,0,No default
12289,0,22583,3026,0,No default
12290,-5,74746,1656,0,No default
12290,-4,79566,3000,0,No default
12290,-3,77858,3000,0,No default
12290,-2,79229,3000,0,No default
12290,-1,78617,3000,0,No default
12290,0,79565,3481,0,No default
12291,-5,19078,1000,0,No default
12291,-4,17532,2000,0,No default
12291,-3,16956,1000,0,No default
12291,-2,17636,1000,0,No default
12291,-1,16533,4000,0,No default
12291,0,17698,2005,0,No default
12292,-5,0,0,0,No default
12292,-4,16848,0,0,No default
12292,-3,15848,1000,-1,No default
12292,-2,2047,15848,-1,No default
12292,-1,1955,2047,-1,No default
12292,0,-16,1971,1,No default
12293,-5,0,825,-2,Default
12293,-4,-3000,3000,0,Default
12293,-3,17832,0,0,Default
12293,-2,126194,5007,0,Default
12293,-1,113974,15066,0,Default
12293,0,110922,5000,0,Default
12294,-5,47192,8007,0,No default
12294,-4,56033,5030,0,No default
12294,-3,58171,7032,0,No default
12294,-2,65868,8242,0,No default
12294,-1,29488,50014,-1,No default
12294,0,2873,29525,-1,No default
12295,-5,5469,427,-1,No default
12295,-4,187,5496,0,No default
12295,-3,2571,1,-1,No default
12295,-2,203,2582,-1,No default
12295,-1,213,204,-1,No default
12295,0,213,214,-1,No default
12296,-5,140340,5000,0,No default
12296,-4,144339,6000,0,No default
12296,-3,146143,6000,0,No default
12296,-2,183493,5000,0,No default
12296,-1,183236,7000,0,No default
12296,0,177664,10000,0,No default
12297,-5,23751,908,0,Default
12297,-4,24983,1000,0,Default
12297,-3,24984,877,0,Default
12297,-2,24751,963,0,Default
12297,-1,25056,1332,0,Default
12297,0,45060,1407,0,Default
12298,-5,7594,432,0,Default
12298,-4,39696,300,2,Default
12298,-3,39867,96,0,Default
12298,-2,39185,1500,0,Default
12298,-1,38498,1888,0,Default
12298,0,36891,2201,2,Default
12299,-5,520,0,-1,No default
12299,-4,60,520,-1,No default
12299,-3,85,60,-1,No default
12299,-2,0,85,-1,No default
12299,-1,460,0,-1,No default
12299,0,0,460,1,No default
12300,-5,7028,5000,0,No default
12300,-4,2258,5001,-1,No default
12300,-3,0,2258,-2,No default
12300,-2,1906,0,-2,No default
12300,-1,-9,1915,-2,No default
12300,0,5053,0,-2,No default
12301,-5,0,0,-2,No default
12301,-4,2019,0,-2,No default
12301,-3,658,2019,-2,No default
12301,-2,641,658,-2,No default
12301,-1,0,641,-2,No default
12301,0,0,0,-2,No default
12302,-5,48796,0,0,No default
12302,-4,45934,4000,0,No default
12302,-3,44995,1800,2,No default
12302,-2,46794,0,2,No default
12302,-1,42253,5600,2,No default
12302,0,46166,0,1,No default
12303,-5,0,0,-2,Default
12303,-4,0,0,-2,Default
12303,-3,0,0,2,Default
12303,-2,1170,0,2,Default
12303,-1,7102,0,2,Default
12303,0,8144,2034,1,Default
12304,-5,204302,20002,2,No default
12304,-4,215709,6516,0,No default
12304,-3,201082,17464,0,No default
12304,-2,143270,60000,0,No default
12304,-1,141894,5000,0,No default
12304,0,138785,6500,0,No default
12305,-5,2642,7023,-1,No default
12305,-4,8037,2642,-1,No default
12305,-3,14867,8037,-1,No default
12305,-2,5095,14867,-1,No default
12305,-1,19971,5095,-1,No default
12305,0,12785,19982,-1,No default
12306,-5,1307,0,-1,No default
12306,-4,1621,1408,-1,No default
12306,-3,3562,1724,0,No default
12306,-2,11306,1,0,No default
12306,-1,12115,1101,-1,No default
12306,0,290,20002,-1,No default
12307,-5,-18,0,-2,No default
12307,-4,-18,0,0,No default
12307,-3,29982,0,0,No default
12307,-2,34114,200,0,No default
12307,-1,31537,5351,0,No default
12307,0,25483,6541,0,No default
12308,-5,306056,14000,0,Default
12308,-4,310308,11000,2,Default
12308,-3,315502,0,2,Default
12308,-2,298042,24000,2,Default
12308,-1,304421,0,2,Default
12308,0,298343,12300,1,Default
12309,-5,20078,577,0,No default
12309,-4,21149,728,0,No default
12309,-3,20715,896,0,No default
12309,-2,20662,867,0,No default
12309,-1,21212,1315,0,No default
12309,0,22672,1339,0,No default
12310,-5,19785,790,0,Default
12310,-4,19486,848,0,Default
12310,-3,19308,707,0,Default
12310,-2,19157,684,0,Default
12310,-1,18387,1308,0,Default
12310,0,17589,1313,0,Default
12311,-5,34909,1000,0,No default
12311,-4,32663,3000,0,No default
12311,-3,32469,2000,0,No default
12311,-2,30350,2500,0,No default
12311,-1,30798,2000,0,No default
12311,0,24215,10000,0,No default
12312,-5,86612,11000,0,No default
12312,-4,84113,7000,0,No default
12312,-3,80377,5000,0,No default
12312,-2,71599,10000,0,No default
12312,-1,63002,11000,0,No default
12312,0,52956,25000,0,No default
12313,-5,9974,11767,0,No default
12313,-4,12363,49,0,No default
12313,-3,12351,12,0,No default
12313,-2,12351,0,0,No default
12313,-1,51,12300,-1,No default
12313,0,0,51,-2,No default
12314,-5,50565,2000,0,No default
12314,-4,50485,2000,0,No default
12314,-3,49601,2000,0,No default
12314,-2,51584,1800,0,No default
12314,-1,51264,1800,0,No default
12314,0,69564,2500,0,No default
12315,-5,42917,1660,0,No default
12315,-4,42215,2000,0,No default
12315,-3,43872,1525,0,No default
12315,-2,43417,1670,0,No default
12315,-1,43503,1662,0,No default
12315,0,53840,1748,0,No default
12316,-5,1247,621,-1,No default
12316,-4,248,1247,-1,No default
12316,-3,1570,248,-1,No default
12316,-2,3629,1575,2,No default
12316,-1,4070,3,-1,No default
12316,0,1000,3629,-1,No default
12317,-5,4017,3,-1,No default
12317,-4,-23003,35602,-2,No default
12317,-3,-14795,42,-1,No default
12317,-2,6686,41,-1,No default
12317,-1,6540,6793,-1,No default
12317,0,22824,6573,-1,No default
12318,-5,96466,5000,0,No default
12318,-4,93815,5000,0,No default
12318,-3,91892,4000,0,No default
12318,-2,90889,4000,0,No default
12318,-1,89687,4200,0,No default
12318,0,87604,5000,0,No default
12319,-5,18036,800,2,Default
12319,-4,18462,0,0,Default
12319,-3,17514,1361,0,Default
12319,-2,17276,800,2,Default
12319,-1,17866,0,2,Default
12319,0,16732,1700,3,Default
12320,-5,1045,6585,-1,No default
12320,-4,10134,1045,-1,No default
12320,-3,5717,10134,-1,No default
12320,-2,0,0,-1,No default
12320,-1,6763,5717,-1,No default
12320,0,1731,6763,-1,No default
12321,-5,140425,4756,2,No default
12321,-4,143681,2,0,No default
12321,-3,136339,9524,0,No default
12321,-2,135322,4546,2,No default
12321,-1,138909,0,0,No default
12321,0,130868,11760,0,No default
12322,-5,106313,2911,0,No default
12322,-4,112011,4005,2,No default
12322,-3,116289,0,2,No default
12322,-2,116094,3800,0,No default
12322,-1,108408,11084,0,No default
12322,0,105433,5498,0,No default
12323,-5,0,0,-2,Default
12323,-4,0,0,-1,Default
12323,-3,1553,0,-1,Default
12323,-2,12162,1553,-1,Default
12323,-1,0,12162,-2,Default
12323,0,0,0,1,Default
12324,-5,12996,0,0,No default
12324,-4,13207,816,0,No default
12324,-3,14183,418,0,No default
12324,-2,13902,420,0,No default
12324,-1,19561,1139,0,No default
12324,0,18648,1309,0,No default
12325,-5,30419,1100,0,No default
12325,-4,30143,1100,0,No default
12325,-3,29357,1250,0,No default
12325,-2,30629,1045,0,No default
12325,-1,29632,1800,0,No default
12325,0,28495,1900,0,No default
12326,-5,19275,584,0,No default
12326,-4,18812,775,0,No default
12326,-3,18426,682,0,No default
12326,-2,18068,659,0,No default
12326,-1,17360,1301,0,No default
12326,0,16033,1593,0,No default
12327,-5,109237,5000,0,No default
12327,-4,107437,5500,0,No default
12327,-3,132487,6200,0,No default
12327,-2,139281,4000,0,No default
12327,-1,136579,5036,0,No default
12327,0,133230,5500,0,No default
12328,-5,0,0,-2,No default
12328,-4,0,0,-2,No default
12328,-3,0,0,-2,No default
12328,-2,0,0,-2,No default
12328,-1,0,0,-2,No default
12328,0,0,0,1,No default
12329,-5,331606,20021,0,No default
12329,-4,303047,50017,0,No default
12329,-3,340602,15049,0,No default
12329,-2,349958,12943,0,No default
12329,-1,348786,20059,0,No default
12329,0,354782,17035,0,No default
12330,-5,2190,2153,-1,Default
12330,-4,3058,2190,0,Default
12330,-3,1308,1900,0,Default
12330,-2,7801,1158,-1,Default
12330,-1,1940,7801,2,Default
12330,0,2130,0,-1,Default
12331,-5,23737,16079,0,No default
12331,-4,26771,18000,0,No default
12331,-3,30355,17771,0,No default
12331,-2,296931,1070,2,No default
12331,-1,324392,331,-1,No default
12331,0,-165580,505000,1,No default
12332,-5,0,173,-2,No default
12332,-4,0,0,-1,No default
12332,-3,1624,0,-1,No default
12332,-2,-8,1632,-1,No default
12332,-1,1703,0,-1,No default
12332,0,-8,1711,1,No default
12333,-5,234,455,-2,No default
12333,-4,0,234,-2,No default
12333,-3,0,0,-2,No default
12333,-2,327,0,-2,No default
12333,-1,751,327,-2,No default
12333,0,0,751,-2,No default
12334,-5,20223,400,0,Default
12334,-4,19760,1015,0,Default
12334,-3,19358,862,0,Default
12334,-2,111334,838,0,Default
12334,-1,55367,2510,0,Default
12334,0,60380,2296,0,Default
12335,-5,0,780,-1,No default
12335,-4,390,0,-1,No default
12335,-3,390,390,-1,No default
12335,-2,390,390,-1,No default
12335,-1,390,390,-1,No default
12335,0,390,390,-1,No default
12336,-5,112973,3800,0,No default
12336,-4,120215,3950,0,No default
12336,-3,122678,4500,0,No default
12336,-2,140440,5004,0,No default
12336,-1,197252,5000,0,No default
12336,0,206714,7868,0,No default
12337,-5,19965,1000,0,No default
12337,-4,19283,1000,0,No default
12337,-3,20683,700,0,No default
12337,-2,21697,850,0,No default
12337,-1,21976,1650,0,No default
12337,0,22178,1700,0,No default
12338,-5,12179,20798,-1,No default
12338,-4,11571,12719,-1,No default
12338,-3,23205,24637,0,No default
12338,-2,22058,11586,-1,No default
12338,-1,568,22657,-2,No default
12338,0,10554,1074,-2,No default
12339,-5,9360,1000,0,No default
12339,-4,9111,400,0,No default
12339,-3,8925,330,0,No default
12339,-2,8751,320,0,No default
12339,-1,7895,1146,0,No default
12339,0,6709,1300,0,No default
12340,-5,388,0,0,No default
12340,-4,1676,2,-1,No default
12340,-3,174,1682,-1,No default
12340,-2,6341,174,-1,No default
12340,-1,72173,6456,-1,No default
12340,0,6378,72534,-1,No default
12341,-5,1298,2000,-1,No default
12341,-4,6634,1300,0,No default
12341,-3,3000,3634,-1,No default
12341,-2,2085,3000,-1,No default
12341,-1,6399,2085,0,No default
12341,0,3292,3399,0,No default
12342,-5,0,73175,-2,No default
12342,-4,0,0,-2,No default
12342,-3,0,0,0,No default
12342,-2,162998,0,0,No default
12342,-1,159376,4000,0,No default
12342,0,169746,4318,0,No default
12343,-5,0,0,-2,No default
12343,-4,0,0,-2,No default
12343,-3,0,0,-2,No default
12343,-2,0,0,0,No default
12343,-1,4000,0,0,No default
12343,0,3278,1000,0,No default
12344,-5,36782,1026,0,No default
12344,-4,31965,6782,0,No default
12344,-3,31253,1193,0,No default
12344,-2,30062,10000,0,No default
12344,-1,29240,1409,0,No default
12344,0,29108,1587,0,No default
12345,-5,18654,692,0,Default
12345,-4,17954,1000,2,Default
12345,-3,18390,0,3,Default
12345,-2,18986,0,2,Default
12345,-1,18080,1500,3,Default
12345,0,18663,0,1,Default
12346,-5,18203,763,0,Default
12346,-4,17850,800,0,Default
12346,-3,19359,770,0,Default
12346,-2,46543,661,2,Default
12346,-1,50044,5,3,Default
12346,0,50136,1000,2,Default
12347,-5,169165,6200,2,Default
12347,-4,171923,0,2,Default
12347,-3,168592,6000,2,Default
12347,-2,166163,6500,2,Default
12347,-1,163684,6500,2,Default
12347,0,159438,8150,2,Default
12348,-5,0,0,-2,No default
12348,-4,0,0,-2,No default
12348,-3,0,0,-2,No default
12348,-2,0,0,0,No default
12348,-1,124900,0,0,No default
12348,0,125557,2498,0,No default
12349,-5,130020,4500,0,No default
12349,-4,127323,4800,0,No default
12349,-3,128016,4800,0,No default
12349,-2,125427,4600,0,No default
12349,-1,135165,4500,0,No default
12349,0,132586,4800,0,No default
12350,-5,39690,3000,0,No default
12350,-4,40212,5000,0,No default
12350,-3,46765,3000,0,No default
12350,-2,48917,2000,0,No default
12350,-1,109515,3000,0,No default
12350,0,112533,4101,0,No default
12351,-5,0,0,-2,No default
12351,-4,0,0,-2,No default
12351,-3,0,0,-2,No default
12351,-2,0,0,0,No default
12351,-1,19783,0,0,No default
12351,0,19030,1500,0,No default
12352,-5,224740,9000,0,No default
12352,-4,240221,9000,0,No default
12352,-3,244688,10000,0,No default
12352,-2,240332,10000,0,No default
12352,-1,253019,12000,0,No default
12352,0,255413,10500,0,No default
12353,-5,9255,22127,-1,Default
12353,-4,21835,9261,-1,Default
12353,-3,21847,21904,-1,Default
12353,-2,10772,21916,-1,Default
12353,-1,24892,10786,-1,Default
12353,0,106010,24976,0,Default
12354,-5,0,0,-2,No default
12354,-4,0,0,0,No default
12354,-3,29488,0,0,No default
12354,-2,29197,590,0,No default
12354,-1,29559,1000,2,No default
12354,0,30769,0,2,No default
12355,-5,11388,554,0,No default
12355,-4,11013,559,0,No default
12355,-3,12236,401,0,No default
12355,-2,35147,415,0,No default
12355,-1,44233,2126,0,No default
12355,0,43099,2212,0,No default
12356,-5,49578,1400,0,No default
12356,-4,48664,1739,0,No default
12356,-3,47635,1782,0,No default
12356,-2,49699,1691,0,No default
12356,-1,48657,2000,0,No default
12356,0,49707,2000,0,No default
12357,-5,35626,7128,0,No default
12357,-4,32815,5000,0,No default
12357,-3,39584,1120,0,No default
12357,-2,239410,1009,0,No default
12357,-1,237150,5419,0,No default
12357,0,232327,5877,0,No default
12358,-5,0,0,-2,No default
12358,-4,0,0,-2,No default
12358,-3,4357,0,-2,No default
12358,-2,6106,4357,-2,No default
12358,-1,5568,6106,-2,No default
12358,0,12516,5568,-2,No default
12359,-5,6894,3188,-1,No default
12359,-4,10332,6894,-1,No default
12359,-3,5529,10332,-1,No default
12359,-2,3539,5529,-1,No default
12359,-1,8756,3539,-1,No default
12359,0,4533,8756,-1,No default
12360,-5,16916,2000,0,No default
12360,-4,16203,1000,0,No default
12360,-3,16004,605,0,No default
12360,-2,15462,800,0,No default
12360,-1,14711,1300,0,No default
12360,0,13639,1600,0,No default
12361,-5,8893,2000,0,No default
12361,-4,7017,2000,0,No default
12361,-3,6274,1000,0,No default
12361,-2,5365,1000,-1,No default
12361,-1,0,5365,-2,No default
12361,0,0,0,-2,No default
12362,-5,101737,0,2,No default
12362,-4,99732,3800,2,No default
12362,-3,94216,7400,2,No default
12362,-2,96662,0,2,No default
12362,-1,95108,4000,2,No default
12362,0,93295,4200,1,No default
12363,-5,48179,0,2,Default
12363,-4,44929,4000,2,Default
12363,-3,45795,0,2,Default
12363,-2,43121,3400,2,Default
12363,-1,44131,0,0,Default
12363,0,41114,4000,0,Default
12364,-5,14986,11083,0,No default
12364,-4,28865,300,-1,No default
12364,-3,2793,28865,-1,No default
12364,-2,37528,2805,-1,No default
12364,-1,27347,37559,0,No default
12364,0,48764,1034,0,No default
12365,-5,836,836,-1,No default
12365,-4,836,836,-1,No default
12365,-3,836,836,0,No default
12365,-2,1672,0,2,No default
12365,-1,1859,0,-1,No default
12365,0,836,2695,-1,No default
12366,-5,17097,1193,0,No default
12366,-4,14261,7106,0,No default
12366,-3,11028,4008,-1,No default
12366,-2,1973,11030,-1,No default
12366,-1,11517,2149,-1,No default
12366,0,4468,11525,-1,No default
12367,-5,105907,4300,0,No default
12367,-4,111178,5000,0,No default
12367,-3,116331,5000,0,No default
12367,-2,132534,4500,0,No default
12367,-1,139769,5000,0,No default
12367,0,173867,7000,-1,No default
12368,-5,61250,2282,0,Default
12368,-4,60058,2189,0,Default
12368,-3,58155,3000,0,Default
12368,-2,56599,2500,0,Default
12368,-1,55460,2057,0,Default
12368,0,54933,2009,2,Default
12369,-5,2229,2057,-1,No default
